asset_id,asset_type,country,city,geo_lat,geo_lon,location_quality,currency_code,valuation_date,age_years,base_value_hint,year_built,floor,floors_total,bedrooms,bathrooms,parking_slots,area_m2,land_area_m2,frontage_m,road_width_m,zoning,condition_grade,occupancy,monthly_rent,flood_risk_zone,school_dist_km,metro_dist_km,shape_quality,road_access,year_make_model,vehicle_year,odometer_km,engine_cc,accident_history,service_records_count,ownership_count,inspection_needed,legal_status,ownership_verified,lien_count,registry_id,requested_amount,market_value,estimated_value,LTV,CCR,quality_score,decision,rule_reasons
A-000180,Land Plot,DE,Berlin,52.52103,13.43859,C,USD,2025-10-30,1,346903.0,,,,,,,,6449.0,9.96,,Industrial,,,,,,,C,False,,,,,,,,True,Clean,True,0,REG-270064345,1931522.0,4247103.61,4155902.87,0.4648,2.1516,0.665,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000181,Condo,VN,Ho Chi Minh,10.77662,106.66836,C,USD,2025-10-30,16,148410.0,2009.0,1.0,37.0,1.0,1.0,0.0,395.0,476.0,6.3,9.71,Commercial,A,tenant,5001.0,0.0,1.37,1.65,,,,,,,,,,True,Clean,False,0,REG-335489423,56204.0,71998.54,72962.51,0.7703,1.2982,0.753,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000182,House,VN,Hanoi,21.07253,105.867,A,USD,2025-10-30,5,306730.0,2020.0,0.0,5.0,1.0,3.0,1.0,724.0,1833.0,28.12,28.93,Industrial,B,owner,3723.0,0.0,1.22,1.62,,,,,,,,,,True,Clean,False,2,REG-694648404,139664.0,240319.01,238612.27,0.5853,1.7085,0.908,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000183,House,JP,Tokyo,35.69336,139.68706,A,USD,2025-10-30,10,223782.0,2015.0,0.0,1.0,0.0,1.0,1.0,2018.0,3958.0,28.33,24.55,Industrial,C,owner,5272.0,0.0,2.23,1.71,,,,,,,,,,True,Clean,False,0,REG-555908618,77335.0,175796.42,181961.17,0.425,2.3529,0.931,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000184,Land Plot,US,New York,40.71142,-74.01892,A,USD,2025-10-30,16,77912.0,,,,,,,,2663.0,56.46,,Industrial,,,,,,,B,True,,,,,,,,True,Clean,False,1,REG-357466206,314218.0,619918.25,568255.57,0.553,1.8085,0.865,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000185,Apartment,US,San Jose,37.36599,-121.89564,C,USD,2025-10-30,38,167411.0,1987.0,16.0,3.0,3.0,1.0,2.0,358.0,508.0,23.04,22.05,Industrial,B,owner,1417.0,0.0,2.59,1.15,,,,,,,,,,False,Clean,False,1,REG-875950060,39668.0,56496.55,59116.7,0.671,1.4903,0.74,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000186,Condo,UK,London,51.49121,-0.14688,A,USD,2025-10-30,33,158066.0,1992.0,7.0,22.0,0.0,1.0,0.0,257.0,669.0,13.64,8.5,Commercial,B,owner,3489.0,1.0,1.67,1.23,,,,,,,,,,True,Clean,True,0,REG-954327531,42572.0,83591.25,90064.25,0.4727,2.1156,0.84,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000187,House,FR,Paris,48.83046,2.34658,D,USD,2025-10-30,30,174134.0,1995.0,0.0,5.0,3.0,2.0,1.0,2153.0,2653.0,28.04,19.74,Industrial,B,owner,1866.0,0.0,2.27,0.96,,,,,,,,,,True,Disputed,True,2,REG-329295181,22191.0,45549.61,44584.3,0.4977,2.0091,0.678,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000188,Apartment,DE,Berlin,52.51874,13.41367,C,USD,2025-10-30,23,173765.0,2002.0,10.0,7.0,1.0,2.0,1.0,370.0,544.0,21.17,14.62,Commercial,D,owner,1307.0,0.0,1.23,2.34,,,,,,,,,,False,Clean,True,1,REG-355168257,27453.0,74315.32,73131.21,0.3754,2.6639,0.719,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000189,Car,VN,Ho Chi Minh,10.75235,106.69824,A,USD,2025-10-30,17,47191.0,,,,,,,,,,,,,,,,,,,,2016 Mercedes Elantra,2016.0,27838.0,2246.0,0.0,1.0,3.0,True,Clean,False,0,REG-408419361,14413.0,19454.84,17633.72,0.8174,1.2235,0.841,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000190,Apartment,VN,Hanoi,21.02021,105.83184,B,USD,2025-10-30,6,91719.0,2019.0,2.0,24.0,1.0,3.0,0.0,380.0,667.0,14.3,11.52,Residential,B,tenant,5941.0,0.0,0.79,0.18,,,,,,,,,,False,Pending Verification,True,1,REG-743425199,23606.0,63514.62,59380.38,0.3975,2.5155,0.772,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000191,Car,JP,Tokyo,35.70813,139.69647,B,USD,2025-10-30,29,67886.0,,,,,,,,,,,,,,,,,,,,2020 BMW Civic,2020.0,150960.0,2532.0,0.0,3.0,1.0,True,Clean,True,0,REG-718409316,15168.0,36990.35,34033.9,0.4457,2.2438,0.874,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000192,House,US,New York,40.69727,-74.00358,A,USD,2025-10-30,0,374061.0,2025.0,0.0,1.0,5.0,2.0,2.0,1058.0,729.0,22.62,12.64,Residential,D,owner,1808.0,0.0,0.68,0.59,,,,,,,,,,True,Clean,False,0,REG-318087826,189310.0,312336.3,315793.47,0.5995,1.6681,0.851,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000193,Apartment,US,San Jose,37.33368,-121.91203,B,USD,2025-10-30,5,135120.0,2020.0,18.0,35.0,1.0,3.0,0.0,181.0,314.0,27.46,24.5,Commercial,C,tenant,5681.0,0.0,2.47,1.25,,,,,,,,,,True,Clean,True,0,REG-967115272,57890.0,101018.84,96787.04,0.5981,1.6719,0.793,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000194,House,UK,London,51.52474,-0.12101,C,USD,2025-10-30,40,471367.0,1985.0,0.0,4.0,2.0,2.0,0.0,2002.0,1268.0,10.89,12.9,Residential,D,tenant,4305.0,0.0,1.17,2.25,,,,,,,,,,True,Clean,False,1,REG-221753735,125468.0,161538.5,159604.32,0.7861,1.2721,0.751,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000195,House,FR,Paris,48.8401,2.32911,A,USD,2025-10-30,48,465834.0,1977.0,0.0,5.0,1.0,3.0,1.0,1245.0,3263.0,14.91,7.72,Residential,B,tenant,174.0,0.0,1.19,0.7,,,,,,,,,,False,Clean,True,0,REG-725693339,172942.0,260206.34,248392.16,0.6962,1.4363,0.895,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000196,House,DE,Berlin,52.49932,13.4039,C,USD,2025-10-30,44,410628.0,1981.0,0.0,3.0,5.0,2.0,0.0,504.0,1158.0,12.4,18.96,Residential,C,vacant,3730.0,0.0,2.47,0.53,,,,,,,,,,False,Clean,False,0,REG-190856079,55207.0,158761.18,164214.26,0.3362,2.9745,0.742,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000197,Condo,VN,Ho Chi Minh,10.78342,106.69774,B,USD,2025-10-30,20,251250.0,2005.0,8.0,11.0,5.0,2.0,1.0,349.0,962.0,16.57,28.68,Commercial,C,vacant,2427.0,0.0,0.78,0.83,,,,,,,,,,True,Clean,True,1,REG-550284052,101262.0,144822.89,145993.51,0.6936,1.4417,0.843,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000198,Land Plot,VN,Hanoi,21.00614,105.83652,B,USD,2025-10-30,45,292431.0,,,,,,,,1426.0,26.48,,Agricultural,,,,,,,B,True,,,,,,,,True,Clean,False,1,REG-870373719,507145.0,944039.59,939356.6,0.5399,1.8522,0.759,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000199,Apartment,JP,Tokyo,35.66917,139.70144,B,USD,2025-10-30,28,160577.0,1997.0,18.0,23.0,0.0,1.0,1.0,365.0,36.0,15.72,8.6,Residential,C,owner,3158.0,1.0,1.93,1.12,,,,,,,,,,True,Clean,False,0,REG-494224102,35525.0,70756.99,70189.89,0.5061,1.9758,0.71,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000200,Car,US,New York,40.69351,-74.06224,B,USD,2025-10-30,36,41187.0,,,,,,,,,,,,,,,,,,,,2025 Mazda F-150,2025.0,171456.0,4143.0,0.0,11.0,1.0,True,Clean,False,1,REG-411105900,30413.0,40049.91,41561.08,0.7318,1.3666,0.767,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000201,Car,US,San Jose,37.32469,-121.9137,A,USD,2025-10-30,50,63619.0,,,,,,,,,,,,,,,,,,,,2014 Mazda C-Class,2014.0,232884.0,1393.0,1.0,10.0,1.0,False,Clean,True,1,REG-646419314,17600.0,25031.8,22004.69,0.7998,1.2503,0.904,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000202,Apartment,UK,London,51.5006,-0.10882,A,USD,2025-10-30,41,120581.0,1984.0,9.0,3.0,2.0,1.0,0.0,234.0,567.0,8.82,21.33,Commercial,E,tenant,427.0,0.0,1.91,2.01,,,,,,,,,,True,Clean,True,0,REG-786093476,49018.0,66567.24,69952.77,0.7007,1.4271,0.851,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000203,Apartment,FR,Paris,48.867,2.34857,D,USD,2025-10-30,42,91417.0,1983.0,14.0,7.0,2.0,2.0,2.0,350.0,461.0,21.04,24.14,Industrial,D,tenant,2767.0,0.0,3.99,1.11,,,,,,,,,,True,Clean,False,0,REG-795697322,8550.0,21490.39,21894.49,0.3905,2.5608,0.621,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000204,Condo,DE,Berlin,52.50881,13.41722,C,USD,2025-10-30,27,195449.0,1998.0,23.0,37.0,1.0,2.0,2.0,298.0,887.0,11.36,25.06,Mixed,C,owner,4115.0,0.0,2.61,1.26,,,,,,,,,,False,Clean,True,0,REG-604474573,30928.0,76215.47,77777.64,0.3976,2.5148,0.704,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000205,Car,VN,Ho Chi Minh,10.738,106.68429,C,USD,2025-10-30,46,13434.0,,,,,,,,,,,,,,,,,,,,2010 Mazda Sportage,2010.0,43287.0,4162.0,0.0,13.0,2.0,True,Clean,False,0,REG-653965024,1334.0,4011.15,3809.92,0.3501,2.856,0.726,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000206,Car,VN,Hanoi,21.00314,105.84567,B,USD,2025-10-30,28,21271.0,,,,,,,,,,,,,,,,,,,,2021 Honda Sportage,2021.0,82864.0,2213.0,0.0,3.0,1.0,False,Clean,True,0,REG-838006264,11887.0,15438.43,15464.81,0.7686,1.301,0.817,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000207,Car,JP,Tokyo,35.67734,139.6876,C,USD,2025-10-30,51,54090.0,,,,,,,,,,,,,,,,,,,,2016 Ford Elantra,2016.0,227024.0,2918.0,0.0,10.0,1.0,True,Pending Verification,True,1,REG-118259661,8290.0,25167.01,27620.97,0.3001,3.3318,0.756,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000208,Condo,US,New York,40.73325,-73.99591,A,USD,2025-10-30,4,144321.0,2021.0,1.0,38.0,0.0,3.0,1.0,243.0,811.0,7.31,6.36,Industrial,B,tenant,3411.0,0.0,2.22,1.18,,,,,,,,,,True,Clean,False,2,REG-710974395,51855.0,132469.37,142177.12,0.3647,2.7418,0.909,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000209,Car,US,San Jose,37.33133,-121.88035,C,USD,2025-10-30,37,53209.0,,,,,,,,,,,,,,,,,,,,2021 Honda Elantra,2021.0,137752.0,4256.0,1.0,9.0,3.0,True,Clean,True,1,REG-537542477,19698.0,33140.15,32348.76,0.6089,1.6422,0.707,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000210,Land Plot,UK,London,51.50685,-0.09684,B,USD,2025-10-30,25,297730.0,,,,,,,,5859.0,54.3,,Residential,,,,,,,A,True,,,,,,,,False,Clean,False,0,REG-252727238,1669621.0,4047190.92,4332203.98,0.3854,2.5947,0.856,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000211,House,FR,Paris,48.87596,2.34073,A,USD,2025-10-30,7,408912.0,2018.0,0.0,2.0,3.0,1.0,1.0,204.0,1847.0,15.42,7.87,Commercial,B,tenant,4539.0,0.0,3.68,1.05,,,,,,,,,,True,Clean,True,1,REG-280914533,198298.0,331729.62,321865.18,0.6161,1.6231,0.875,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000212,Land Plot,DE,Berlin,52.52001,13.41519,B,USD,2025-10-30,37,125097.0,,,,,,,,7536.0,34.41,,Agricultural,,,,,,,A,False,,,,,,,,True,Clean,False,0,REG-235587481,1070959.0,2366877.59,2302725.64,0.4651,2.1502,0.829,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000213,Apartment,VN,Ho Chi Minh,10.84048,106.68568,B,USD,2025-10-30,17,85071.0,2008.0,24.0,13.0,4.0,3.0,2.0,336.0,100.0,18.97,18.32,Commercial,D,owner,1857.0,0.0,1.15,1.32,,,,,,,,,,True,Clean,False,0,REG-313174542,40808.0,53979.69,48477.51,0.8418,1.1879,0.81,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000214,Land Plot,VN,Hanoi,21.0103,105.82879,A,USD,2025-10-30,39,362634.0,,,,,,,,5303.0,34.04,,Residential,,,,,,,A,False,,,,,,,,False,Disputed,True,2,REG-644205007,1922935.0,5963133.73,5739308.12,0.335,2.9847,0.881,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000215,Land Plot,JP,Tokyo,35.67104,139.72909,A,USD,2025-10-30,39,399675.0,,,,,,,,7935.0,17.95,,Residential,,,,,,,B,True,,,,,,,,False,Clean,True,0,REG-425109364,3065834.0,9573270.55,8829087.54,0.3472,2.8798,0.909,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000216,Condo,US,New York,40.74543,-73.99249,D,USD,2025-10-30,47,239597.0,1978.0,6.0,16.0,5.0,2.0,0.0,147.0,775.0,6.91,10.79,Mixed,C,vacant,3201.0,0.0,3.6,1.35,,,,,,,,,,True,Clean,True,1,REG-881836002,33929.0,62032.56,58428.78,0.5807,1.7221,0.672,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000217,Car,US,San Jose,37.34132,-121.89929,C,USD,2025-10-30,47,31757.0,,,,,,,,,,,,,,,,,,,,2023 Honda 3 Series,2023.0,190295.0,1416.0,0.0,4.0,3.0,True,Clean,False,0,REG-457726674,8893.0,24903.97,24735.68,0.3595,2.7815,0.707,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000218,House,UK,London,51.48496,-0.1233,B,USD,2025-10-30,55,443213.0,1970.0,0.0,3.0,4.0,1.0,1.0,199.0,3643.0,21.72,9.33,Mixed,C,owner,3304.0,0.0,0.51,1.16,,,,,,,,,,True,Clean,False,2,REG-796041358,163606.0,223249.12,225265.71,0.7263,1.3769,0.799,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000219,Land Plot,FR,Paris,48.87696,2.34154,D,USD,2025-10-30,42,392604.0,,,,,,,,1695.0,44.91,,Commercial,,,,,,,B,False,,,,,,,,True,Clean,False,1,REG-347389368,272152.0,904715.86,968062.52,0.2811,3.5571,0.61,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000220,Apartment,DE,Berlin,52.50463,13.40506,C,USD,2025-10-30,59,121246.0,1966.0,1.0,11.0,5.0,3.0,0.0,85.0,563.0,23.63,4.0,Industrial,C,tenant,3007.0,0.0,1.99,0.95,,,,,,,,,,False,Clean,False,1,REG-991131051,18330.0,46368.08,44628.77,0.4107,2.4347,0.664,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000221,Car,VN,Ho Chi Minh,10.76643,106.71025,C,USD,2025-10-30,32,54989.0,,,,,,,,,,,,,,,,,,,,2011 Ford 3 Series,2011.0,228620.0,1235.0,1.0,9.0,3.0,False,Disputed,True,2,REG-704814149,7716.0,19224.95,18917.12,0.4079,2.4517,0.772,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000222,Condo,VN,Hanoi,21.00193,105.82529,B,USD,2025-10-30,59,167073.0,1966.0,16.0,15.0,4.0,3.0,0.0,376.0,857.0,9.66,5.87,Residential,D,owner,5839.0,0.0,1.08,1.68,,,,,,,,,,False,Clean,False,0,REG-679184620,43397.0,75519.11,72692.1,0.597,1.675,0.816,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000223,Land Plot,JP,Tokyo,35.69909,139.70618,C,USD,2025-10-30,16,344300.0,,,,,,,,6967.0,15.73,,Commercial,,,,,,,B,False,,,,,,,,True,Clean,True,1,REG-660565868,1893394.0,4089565.28,4041271.54,0.4685,2.1344,0.733,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000224,Condo,US,New York,40.69592,-73.98137,C,USD,2025-10-30,7,90194.0,2018.0,1.0,19.0,2.0,1.0,1.0,127.0,571.0,27.88,8.81,Mixed,B,tenant,1204.0,1.0,2.56,1.22,,,,,,,,,,False,Clean,False,1,REG-280599962,34037.0,45932.49,44051.39,0.7727,1.2942,0.624,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000225,House,US,San Jose,37.32623,-121.88283,B,USD,2025-10-30,24,363793.0,2001.0,0.0,5.0,5.0,2.0,1.0,2632.0,3490.0,8.1,11.27,Commercial,A,owner,217.0,0.0,2.12,1.26,,,,,,,,,,False,Clean,False,1,REG-193884536,131792.0,178745.75,170717.51,0.772,1.2954,0.761,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000226,Condo,UK,London,51.53284,-0.11377,B,USD,2025-10-30,14,179218.0,2011.0,18.0,31.0,5.0,2.0,1.0,168.0,668.0,14.41,15.92,Residential,C,vacant,3149.0,1.0,0.29,0.83,,,,,,,,,,True,Disputed,True,1,REG-756638878,53797.0,104674.72,103142.78,0.5216,1.9173,0.697,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000227,House,FR,Paris,48.86727,2.36514,C,USD,2025-10-30,51,251011.0,1974.0,0.0,3.0,3.0,1.0,1.0,1077.0,811.0,15.62,17.66,Industrial,C,owner,1603.0,1.0,1.57,1.28,,,,,,,,,,False,Clean,True,0,REG-274413351,40380.0,88121.71,85694.76,0.4712,2.1222,0.596,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000228,Condo,DE,Berlin,52.46375,13.38995,C,USD,2025-10-30,17,224051.0,2008.0,15.0,9.0,0.0,1.0,1.0,317.0,365.0,5.86,3.98,Commercial,B,tenant,2370.0,1.0,1.1,0.26,,,,,,,,,,True,Clean,True,0,REG-218084464,52056.0,96174.63,91154.74,0.5711,1.7511,0.62,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000229,House,VN,Ho Chi Minh,10.81039,106.68773,D,USD,2025-10-30,55,434945.0,1970.0,0.0,3.0,0.0,2.0,2.0,861.0,2723.0,18.81,8.79,Industrial,C,tenant,1558.0,0.0,1.92,0.51,,,,,,,,,,False,Clean,True,1,REG-533078469,53320.0,103473.38,95077.72,0.5608,1.7832,0.613,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000230,Land Plot,VN,Hanoi,21.00611,105.89041,D,USD,2025-10-30,52,90210.0,,,,,,,,2592.0,46.23,,Commercial,,,,,,,B,False,,,,,,,,True,Clean,False,2,REG-955076791,91019.0,295120.93,299185.81,0.3042,3.2871,0.695,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000231,House,JP,Tokyo,35.69598,139.67121,B,USD,2025-10-30,26,179944.0,1999.0,0.0,2.0,2.0,1.0,0.0,1420.0,2405.0,22.97,14.03,Mixed,C,owner,2435.0,0.0,2.27,0.61,,,,,,,,,,False,Disputed,True,1,REG-610017609,51749.0,100677.89,100205.24,0.5164,1.9364,0.783,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000232,Land Plot,US,New York,40.72586,-74.0198,C,USD,2025-10-30,42,392864.0,,,,,,,,3325.0,27.12,,Agricultural,,,,,,,B,False,,,,,,,,True,Clean,False,1,REG-438003190,1913457.0,2536105.15,2676785.97,0.7148,1.3989,0.691,approved,"{'legal_clean': True, 'ltv_le_70': False, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000233,Apartment,US,San Jose,37.37273,-121.87263,C,USD,2025-10-30,7,219765.0,2018.0,4.0,1.0,5.0,2.0,1.0,267.0,274.0,15.16,13.66,Residential,B,tenant,1808.0,0.0,1.71,2.99,,,,,,,,,,True,Clean,False,0,REG-836666020,40522.0,111736.59,107372.48,0.3774,2.6497,0.769,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000234,Apartment,UK,London,51.51627,-0.12096,A,USD,2025-10-30,16,239166.0,2009.0,19.0,34.0,3.0,3.0,0.0,249.0,293.0,10.18,14.95,Mixed,B,owner,3812.0,0.0,1.39,1.33,,,,,,,,,,True,Clean,False,0,REG-355855984,107377.0,167721.56,169224.11,0.6345,1.576,0.874,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000235,Land Plot,FR,Paris,48.86602,2.38213,C,USD,2025-10-30,49,70350.0,,,,,,,,918.0,26.66,,Industrial,,,,,,,D,False,,,,,,,,False,Disputed,False,0,REG-860912107,47834.0,91804.05,90716.06,0.5273,1.8965,0.738,denied,"{'legal_clean': False, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000236,Condo,DE,Berlin,52.503,13.38388,B,USD,2025-10-30,37,150583.0,1988.0,22.0,8.0,5.0,3.0,0.0,291.0,989.0,26.87,6.29,Industrial,C,owner,4794.0,0.0,2.73,1.12,,,,,,,,,,True,Clean,True,1,REG-548946031,50105.0,70824.91,73821.42,0.6787,1.4733,0.865,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000237,Apartment,VN,Ho Chi Minh,10.78051,106.71085,D,USD,2025-10-30,12,191571.0,2013.0,12.0,13.0,4.0,2.0,0.0,223.0,757.0,20.37,24.26,Commercial,C,owner,1505.0,1.0,3.88,1.08,,,,,,,,,,False,Clean,False,0,REG-864348332,23275.0,71248.55,68853.47,0.338,2.9583,0.598,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000238,Condo,VN,Hanoi,21.00828,105.85516,C,USD,2025-10-30,34,137840.0,1991.0,7.0,29.0,3.0,1.0,2.0,392.0,626.0,10.15,26.18,Residential,B,owner,4032.0,0.0,2.4,1.35,,,,,,,,,,False,Clean,True,1,REG-722018812,19534.0,46751.79,46650.78,0.4187,2.3882,0.699,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
A-000239,Apartment,JP,Tokyo,35.69261,139.67525,C,USD,2025-10-30,52,236172.0,1973.0,14.0,16.0,2.0,1.0,1.0,217.0,208.0,25.11,27.68,Residential,B,owner,5463.0,1.0,2.51,0.5,,,,,,,,,,False,Clean,False,0,REG-719303755,60161.0,79190.77,87717.51,0.6858,1.458,0.556,approved,"{'legal_clean': True, 'ltv_le_70': True, 'ltv_le_85': True, 'quality_ge_0_50': True, 'quality_ge_0_55': True}"
